provider_name,provider_name_id
THE REGIONAL MEDICAL CENTER OF ACADIANA,2847
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,2848
THEDA CLARK MED CTR,2849
THIBODAUX REGIONAL MEDICAL CENTER,2850
THOMAS HOSPITAL,2851
THOMAS JEFFERSON UNIVERSITY HOSPITAL,2852
THOMAS MEMORIAL HOSPITAL,2853
THOMASVILLE MEDICAL CENTER,2854
THOREK MEMORIAL HOSPITAL,2855
THREE RIVERS COMMUNITY HOSPITAL,2856
THREE RIVERS HEALTH,2857
THREE RIVERS MEDICAL CENTER,2858
TIFT REGIONAL MEDICAL CENTER,2859
TIMPANOGOS REGIONAL HOSPITAL,2860
TIPPAH COUNTY HOSPITAL,2861
TISHOMINGO HEALTH SERVICES INC,2862
TITUS REGIONAL MEDICAL CENTER,2863
TITUSVILLE HOSPITAL,2864
TLC HEALTH NETWORK,2865
TOLEDO HOSPITAL THE,2866
TOMBALL REGIONAL MEDICAL CENTER,2867
TOPPENISH COMMUNITY HOSPITAL,2868
TOPS SURGICAL SPECIALTY HOSPITAL,2869
TORRANCE MEMORIAL MEDICAL CENTER,2870
TOUCHETTE REGIONAL HOSPITAL INC,2871
TOURO INFIRMARY,2872
TOWN & COUNTRY HOSPITAL,2873
TRACE REGIONAL HOSP AND SWING BED,2874
TREASURE VALLEY HOSPITAL,2875
TRI COUNTY HOSPITAL - WILLISTON,2876
TRI LAKES MEDICAL CENTER,2877
TRI-CITY MEDICAL CENTER,2878
TRI-CITY REGIONAL MEDICAL CENTER,2879
TRIDENT MEDICAL CENTER,2880
TRINITAS REGIONAL MEDICAL CENTER,2881
TRINITY BETTENDORF,2882
TRINITY HOSPITAL OF AUGUSTA,2883
TRINITY HOSPITALS,2884
TRINITY MEDICAL CENTER,2885
TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST,2886
TRINITY MUSCATINE,2887
TRINITY REGIONAL MEDICAL CENTER,2888
TRINITY ROCK ISLAND,2889
TRMC OF ORANGEBURG & CALHOUN,2890
TROY REGIONAL MEDICAL CENTER,2891
TRUMAN MEDICAL CENTER HOSPITAL HILL,2892
TRUMAN MEDICAL CENTER LAKEWOOD,2893
TRUMBULL MEMORIAL HOSPITAL,2894
TRUSTPOINT HOSPITAL,2895
TUALITY COMMUNITY HOSPITAL,2896
TUBA CITY REGIONAL HEALTH CARE CORPORATION,2897
TUCSON MEDICAL CENTER,2898
TUFTS MEDICAL CENTER,2899
TULANE MEDICAL CENTER,2900
TULARE REGIONAL MEDICAL CENTER,2901
TULSA SPINE & SPECIALTY HOSPITAL,2902
TUOMEY HEALTHCARE SYSTEM,2903
TURNING POINT HOSPITAL,2904
TWIN CITIES COMMUNITY HOSPITAL,2905
TWIN CITIES HOSPITAL,2906
TWIN COUNTY REGIONAL HOSPITAL,2907
TWIN LAKES REGIONAL MEDICAL CENTER,2908
TWIN RIVERS REGIONAL MEDICAL CENTER,2909
TYLER COUNTY HOSPITAL,2910
TYLER MEMORIAL HOSPITAL,2911
UAMS MEDICAL CENTER,2912
UCSF MEDICAL CENTER,2913
UH GEAUGA MEDICAL CENTER,2914
UHHS BEDFORD MEDICAL CENTER,2915
UHHS RICHMOND HEIGHTS HOSPITAL,2916
UINTAH BASIN MEDICAL CENTER,2917
UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,2918
UMASS MEMORIAL MEDICAL CENTER INC,2919
UMC OF SOUTHERN NEVADA,2920
UMDNJ UNIVERSITY HOSPITAL,2921
UNDERWOOD - MEMORIAL HOSPITAL,2922
UNICOI COUNTY MEMORIAL HOSPITAL,2923
UNION GENERAL HOSPITAL,2924
UNION HOSPITAL,2925
UNION HOSPITAL INC,2926
UNION HOSPITAL OF CECIL COUNTY,2927
UNION MEMORIAL HOSPITAL,2928
UNIONTOWN HOSPITAL,2929
"UNITED HEALTH SERVICES HOSPITALS, INC",2930
UNITED HOSPITAL,2931
UNITED HOSPITAL CENTER,2932
UNITED HSPTL SYS,2933
UNITED MEDICAL CENTER,2934
UNITED MEMORIAL MEDICAL CENTER,2935
UNITED REGIONAL HEALTH CARE SYSTEM,2936
UNITED REGIONAL MEDICAL CENTER,2937
UNITY HEALTH CENTER,2938
UNITY HOSPITAL,2939
UNITY HOSPITAL OF ROCHESTER,2940
UNITY MEDICAL AND SURGICAL HOSPITAL,2941
UNIV OF SOUTH ALABAMA MEDICAL CENTER,2942
UNIVERSITY GENERAL HOSPITAL,2943
UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,2944
UNIVERSITY HEALTH SYSTEM,2945
UNIVERSITY HOSPITAL,2946
UNIVERSITY HOSPITAL ( STONY BROOK ),2947
UNIVERSITY HOSPITAL AND MEDICAL CENTER,2948
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),2949
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,2950
"UNIVERSITY HOSPITAL, INC",2951
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,2952
UNIVERSITY HOSPITALS OF CLEVELAND,2953
UNIVERSITY MEDICAL CENTER,2954
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,2955
UNIVERSITY MEDICAL CENTER AT PRINCETON,2956
UNIVERSITY MEDICAL CENTER OF EL PASO,2957
UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,2958
UNIVERSITY OF ALABAMA HOSPITAL,2959
"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",2960
"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSIT, THE",2961
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2962
UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,2963
UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,2964
UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,2965
UNIVERSITY OF ILLINOIS HOSPITAL,2966
UNIVERSITY OF IOWA HOSPITAL & CLINICS,2967
UNIVERSITY OF KANSAS HOSPITAL,2968
UNIVERSITY OF KENTUCKY HOSPITAL,2969
UNIVERSITY OF LOUISVILLE HOSPITAL,2970
UNIVERSITY OF MARYLAND MEDICAL CENTER,2971
UNIVERSITY OF MIAMI HOSPITAL,2972
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,2973
"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",2974
UNIVERSITY OF MISSISSIPPI MED CENTER,2975
UNIVERSITY OF MISSOURI HEALTH CARE,2976
UNIVERSITY OF NORTH CAROLINA HOSPITAL,2977
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,2978
UNIVERSITY OF TEXAS MEDICAL BRANCH GAL,2979
UNIVERSITY OF TN MEMORIAL HOSPITAL,2980
UNIVERSITY OF TOLEDO MEDICAL CENTER,2981
UNIVERSITY OF VIRGINIA MEDICAL CENTER,2982
UNIVERSITY OF WASHINGTON MEDICAL CTR,2983
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,2984
UNM HOSPITAL,2985
UPMC BEDFORD,2986
UPMC HAMOT,2987
UPMC HORIZON,2988
UPMC MCKEESPORT,2989
UPMC MERCY,2990
UPMC NORTHWEST,2991
UPMC PASSAVANT,2992
UPMC PRESBYTERIAN SHADYSIDE,2993
UPMC ST MARGARET,2994
UPPER CHESAPEAKE MEDICAL CENTER,2995
UPPER VALLEY MEDICAL CENTER,2996
UPSON REGIONAL MEDICAL CENTER,2997
UPSTATE CAROLINA MEDICAL CENTER,2998
USMD HOSPITAL  AT FORT WORTH LP,2999
USMD HOSPITAL AT ARLINGTON L P,3000
UT SOUTHWESTERN UNIVERSITY HOSPITAL,3001
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,3002
UTAH VALLEY REGIONAL MEDICAL CENTER,3003
UVA HEALTH SCIENCES CENTER,3004
UVALDE MEMORIAL HOSPITAL,3005
UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR,3006
VAIL VALLEY MEDICAL CENTER,3007
VAL VERDE REGIONAL MEDICAL CENTER,3008
VALDESE GENERAL HOSPITAL INC,3009
VALLEY FORGE MEDICAL CENTER AND HOSPITAL,3010
VALLEY GENERAL HOSPITAL,3011
VALLEY HOSPITAL,3012
VALLEY HOSPITAL MEDICAL CENTER,3013
VALLEY MEDICAL CENTER,3014
VALLEY PRESBYTERIAN HOSPITAL,3015
VALLEY REGIONAL MEDICAL CENTER,3016
VALLEY VIEW HOSPITAL ASSOCIATION,3017
VALLEY VIEW MEDICAL CENTER,3018
VALLEY VIEW REGIONAL HOSPITAL,3019
VALLEYCARE MEDICAL CENTER,3020
VAN WERT COUNTY HOSPITAL,3021
VANDERBILT UNIVERSITY HOSPITAL,3022
VASSAR BROTHERS MEDICAL CENTER,3023
VAUGHAN REG MED CENTER PARKWAY CAMPUS,3024
VENICE REGIONAL MEDICAL CENTER,3025
VENTURA COUNTY MEDICAL CENTER,3026
VERDE VALLEY MEDICAL CENTER,3027
VERDUGO HILLS HOSPITAL,3028
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",3029
VHS HARLINGEN HOSPITAL COMPANY LLC,3030
VIA CHRISTI HOSPITAL PITTSBURG INC,3031
VIA CHRISTI HOSPITAL WICHITA ST TERESA INC,3032
VIA CHRISTI HOSPITALS WICHITA INC,3033
VICTOR VALLEY COMMUNITY HOSPITAL,3034
VIERA HOSPITAL,3035
VILLAGE HOSPITAL,3036
"VILLAGES REGIONAL HOSPITAL, THE",3037
VIRGINIA HOSPITAL CENTER - ARLINGTON,3038
VIRGINIA MASON MEDICAL CENTER,3039
VIRGINIA REGIONAL MEDICAL CENTER,3040
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,3041
VIRTUA WEST JERSEY HOSPITALS BERLIN,3042
VISTA MEDICAL CENTER EAST,3043
VOLUNTEER COMMUNITY HOSPITAL,3044
W O MOSS REGIONAL MEDICAL CENTER,3045
W W HASTINGS INDIAN HOSPITAL,3046
WACCAMAW COMMUNITY HOSPITAL,3047
WADLEY REGIONAL MEDICAL CENTER,3048
WAGONER COMMUNITY HOSPITAL,3049
WAHIAWA GENERAL HOSPITAL,3050
"WAKEMED, CARY HOSPITAL",3051
"WAKEMED, RALEIGH CAMPUS",3052
WALKER BAPTIST MEDICAL CENTER,3053
WALLA WALLA GENERAL HOSPITAL,3054
WALLACE THOMSON HOSPITAL,3055
WALTON REGIONAL MEDICAL CENTER,3056
WARREN GENERAL HOSPITAL,3057
WARREN MEMORIAL HOSPITAL,3058
WASHINGTON ADVENTIST HOSPITAL,3059
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,3060
WASHINGTON HOSPITAL,3061
WASHINGTON HOSPITAL CENTER,3062
"WASHINGTON HOSPITAL, THE",3063
WASHINGTON REGIONAL MED CTR AT NORTH HILLS,3064
WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER,3065
WATAUGA MEDICAL CENTER,3066
WATERBURY HOSPITAL,3067
WATSONVILLE COMMUNITY HOSPITAL,3068
WAUKESHA MEMORIAL HOSPITAL,3069
WAYNE GENERAL HOSPITAL,3070
WAYNE HOSPITAL,3071
WAYNE MEDICAL CENTER,3072
WAYNE MEMORIAL HOSPITAL,3073
WAYNESBORO HOSPITAL,3074
WEATHERFORD REGIONAL MEDICAL CENTER,3075
WEBSTER GENERAL HOSPITAL/SWING BED,3076
WEDOWEE HOSPITAL,3077
WEIRTON MEDICAL CENTER,3078
WELCH COMMUNITY HOSPITAL,3079
WELLINGTON REGIONAL MEDICAL CENTER,3080
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,3081
WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,3082
WELLMONT HOLSTON VALLEY MEDICAL CENTER,3083
WELLMONT LONESOME PINE HOSPITAL,3084
WELLSTAR COBB HOSPITAL,3085
WELLSTAR DOUGLAS HOSPITAL,3086
WELLSTAR KENNESTONE HOSPITAL,3087
WELLSTAR PAULDING HOSPITAL,3088
WENATCHEE VALLEY HOSPITAL,3089
WENTWORTH-DOUGLASS HOSPITAL,3090
WESLEY MEDICAL CENTER,3091
WESLEY WOODS GERIATRIC HOSPITAL,3092
WEST ANAHEIM MEDICAL CENTER,3093
WEST BOCA MEDICAL CENTER,3094
WEST BRANCH REGIONAL MEDICAL CENTER,3095
WEST CALCASIEU CAMERON HOSPITAL,3096
WEST CARROLL MEMORIAL HOSPITAL,3097
WEST CHESTER MEDICAL CENTER,3098
WEST FLORIDA HOSPITAL,3099
WEST GEORGIA MEDICAL CENTER,3100
WEST HILLS HOSPITAL & MEDICAL CENTER,3101
WEST HOUSTON MEDICAL CENTER,3102
WEST JEFFERSON MEDICAL CENTER,3103
WEST KENDALL BAPTIST HOSPITAL,3104
WEST SUBURBAN MEDICAL CENTER,3105
WEST VALLEY HOSPITAL,3106
WEST VALLEY MEDICAL CENTER,3107
WEST VIRGINIA UNIVERSITY HOSPITALS,3108
"WESTBURY COMMUNITY HOSPITAL, LLC",3109
WESTCHESTER GENERAL HOSPITAL,3110
WESTCHESTER MEDICAL CENTER,3111
WESTERLY HOSPITAL,3112
WESTERN ARIZONA REGIONAL MEDICAL CTR,3113
WESTERN BAPTIST HOSPITAL,3114
WESTERN MARYLAND REGIONAL MEDICAL CENTER,3115
WESTERN MEDICAL CENTER HOSP ANAHEIM,3116
WESTERN MEDICAL CENTER SANTA ANA,3117
WESTERN MISSOURI MEDICAL CENTER,3118
WESTERN PENNSYLVANIA HOSP FORBES REGIONAL CAMPUS,3119
WESTERN PENNSYLVANIA HOSPITAL,3120
WESTERN PLAINS MEDICAL COMPLEX,3121
WESTLAKE COMMUNITY HOSPITAL,3122
WESTLAKE REGIONAL HOSPITAL,3123
WESTSIDE REGIONAL MEDICAL CENTER,3124
WESTVIEW HOSPITAL,3125
WETZEL COUNTY HOSPITAL,3126
WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3127
"WHEATON FRANCISCAN HEALTHCARE- FRANKLIN, INC",3128
WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3129
WHEATON FRANCISCAN INC - ELMBROOK MEMORIAL,3130
"WHEATON FRANCISCAN, INC- ST JOSEPH",3131
WHEELING HOSPITAL,3132
WHITE COUNTY COMMUNITY HOSPITAL,3133
WHITE COUNTY MEDICAL CENTER,3134
WHITE MEMORIAL MEDICAL CENTER,3135
WHITE PLAINS HOSPITAL CENTER,3136
WHITE RIVER MEDICAL CENTER,3137
WHITERIVER PHS INDIAN HOSPITAL,3138
WHITESBURG ARH HOSPITAL,3139
WHITFIELD MEDICAL SURGICAL HOSPITAL,3140
WHITTIER HOSPITAL MEDICAL CENTER,3141
WILBARGER GENERAL HOSPITAL,3142
WILCOX MEMORIAL HOSPITAL,3143
WILKES REGIONAL MEDICAL CENTER,3144
WILKES-BARRE GENERAL HOSPITAL,3145
WILLAMETTE VALLEY MEDICAL CENTER,3146
WILLIAM BEAUMONT HOSPITAL,3147
WILLIAM BEAUMONT HOSPITAL-TROY,3148
WILLIAM N WISHARD MEMORIAL HOSPITAL,3149
WILLIAM W BACKUS HOSPITAL,3150
WILLIAMSON ARH HOSPITAL,3151
WILLIAMSON MEDICAL CENTER,3152
WILLIAMSON MEMORIAL HOSPITAL,3153
WILLIAMSPORT REGIONAL MEDICAL CENTER,3154
WILLIS KNIGHTON BOSSIER HEALTH CENTER,3155
WILLIS KNIGHTON MEDICAL CENTER,3156
WILMINGTON TREATMENT CENTER,3157
WILSON MEDICAL CENTER,3158
WILSON MEMORIAL HOSPITAL,3159
WINCHESTER HOSPITAL,3160
WINCHESTER MEDICAL CENTER INC,3161
WINDBER HOSPITAL,3162
WINDHAM COMM MEM HOSP & HATCH HOSP,3163
WING MEMORIAL HOSPITAL AND MEDICAL CENTER,3164
WINN PARISH MEDICAL CENTER,3165
WINONA HEALTH SERVICES,3166
WINSTON MEDICAL CENTER & SWINGBED,3167
WINTER HAVEN HOSPITAL,3168
WINTHROP-UNIVERSITY HOSPITAL,3169
WIREGRASS MEDICAL CENTER,3170
WISE REGIONAL HEALTH SYSTEM,3171
WITHAM HEALTH SERVICES,3172
WOMAN'S CHRISTIAN ASSOCIATION,3173
WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES,3174
WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND,3175
WOOD COUNTY HOSPITAL,3176
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,3177
WOODLAND HEIGHTS MEDICAL CENTER,3178
WOODLAND MEMORIAL HOSPITAL,3179
"WOODS AT PARKSIDE,THE",3180
WOODS MEMORIAL HOSPITAL,3181
WOODWARD REGIONAL HOSPITAL,3182
WOOSTER COMMUNITY HOSPITAL,3183
WUESTHOFF MEDICAL CENTER  ROCKLEDGE,3184
WUESTHOFF MEDICAL CENTER - MELBOURNE,3185
WYCKOFF HEIGHTS MEDICAL CENTER,3186
WYOMING COUNTY COMMUNITY HOSPITAL,3187
WYOMING MEDICAL CENTER,3188
WYTHE COUNTY COMMUNITY HOSPITAL,3189
YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,3190
YAKIMA VALLEY MEMORIAL HOSPITAL,3191
YALE-NEW HAVEN HOSPITAL,3192
YALOBUSHA GENERAL HOSPITAL,3193
YAMPA VALLEY MEDICAL CENTER,3194
YAVAPAI REGIONAL MEDICAL CENTER,3195
YAVAPAI REGIONAL MEDICAL CENTER-EAST,3196
YORK HOSPITAL,3197
YUKON KUSKOKWIM DELTA REG HOSPITAL,3198
YUMA REGIONAL MEDICAL CENTER,3199
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,3200
